patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
6ee35607-92ea-4324-ac93-e5962b015723,Nhật Văn Bùi,985928840078,24/07/1993,0537663446,janepham@example.org,"099 Jane Dãy
JaneThành phố, 191982",Khỏe mạnh,8.94,Thành Lê,23/03/2026
cc152a1b-e278-4642-a484-e035330faaa3,Cô Hồng Đặng,173519381517,11/10/2000,0344394934,kdang@example.net,"059 John Khu
Thị xã JaneXã, 344068",Tim mạch,3.6,Cô Lâm Phạm,21/02/2026
ead18464-ca8e-458c-90f8-1063889fe107,Vi Phạm,350487275095,10/05/1988,0742591761,john23@example.net,"0 Hoàng Hẻm
Thị xã JaneQuận, 614259",Huyết áp cao,4.72,Hương Nguyễn,15/02/2026
86c5547c-051a-4039-b803-dcee9a069295,Ông Dũng Hoàng,669603710490,29/11/1962,0711299003,janele@example.com,"2 Jane Ngõ
JaneXã, 205939",Tiểu đường,7.34,Khoa Tấn Lê,31/01/2026
cab63107-6fd6-4b3a-b2dd-9456bb7b6c05,Bác Phúc Mai,645534162021,21/01/1984,0321170690,johnbui@example.com,"209 Hoàng Đường
Huyện JohnPhường, 693022",Huyết áp cao,7.11,Nhật Lê,06/03/2026
58c88c48-3ced-4d1f-93eb-22c9beced21a,Phúc Quang Đặng,865192847227,12/04/1996,0918396086,vujohn@example.org,"10 Jane Dãy
JohnThị xã, 617033",Khỏe mạnh,8.78,Thành Hữu Trần,10/06/2026
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,Chị Chi Trần,410877390676,15/01/1940,0710354117,john54@example.org,"21 Jane Dãy
Thị xã JohnXã, 555292",Tiểu đường,5.69,Cô Hà Đặng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Khoa Vũ,798642432288,28/10/1967,0917383233,nguyenjane@example.net,"050 Trần Khu
JohnThành phố, 126985",Huyết áp cao,7.56,Chị Dương Vũ,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,646213606478,24/11/1947,0875274165,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Khỏe mạnh,9.29,Tùng Bảo Hoàng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Phương Mai Bảo Hoàng,747391170559,25/07/1967,0323113817,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Khỏe mạnh,6.53,Hồng Trần,13/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Bà Thành Trần,278760624399,04/05/1947,0914823644,zmai@example.net,"7 Jane Ngõ
JohnQuận, 694116",Tim mạch,9.38,Hà Hoàng,01/06/2026
de12dbf1-493d-4196-8926-a02119da8262,Huy Đức Bùi,532356598941,31/07/2001,0391682752,lnguyen@example.com,"653 Jane Khu
JohnHuyện, 957091",Khỏe mạnh,4.72,Khoa Vũ,13/06/2026
af527666-b239-49f4-9bb5-46457ddac1b6,Lâm Lê,580032418186,21/05/1976,0764651616,rdang@example.net,"736 Mai Tổ
Quận JohnHuyện, 844037",Tiểu đường,4.84,Bảo Văn Lê,07/02/2026
d6441a9d-3362-4476-953a-e57fe00bd534,Mai Nguyễn,497371587762,13/08/1997,0701511554,dangjohn@example.com,"6 John Làng
JaneXã, 567773",Khỏe mạnh,7.11,Quý cô Khoa Mai,09/03/2026
e4fd6c34-d670-4a21-a9dc-073e5820b3f2,Vũ Vũ,046817357533,25/03/1939,0540492432,knguyen@example.net,"334 Mai Đường
Thị xã JohnPhường, 281614",Tiểu đường,10.59,Mai Vũ,29/04/2026
b676291d-4e32-4b4b-b168-c605ce1a1669,Huy Bùi,812455469423,14/12/1982,0833692163,nvu@example.com,"1 Jane Khu
JohnThị xã, 166938",Tiểu đường,10.26,Anh Tấn Vũ,20/02/2026
e4729be5-f3c2-444a-b60a-3dcca7f77451,Trung Lê,023548042088,23/11/2005,0545908611,johnhoang@example.com,"0 Vũ Khu
JaneThị xã, 872519",Huyết áp cao,9.32,Duyên Hoàng,08/06/2026
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,Quý cô Xuân Đặng,454867503985,15/07/2004,0355811899,john82@example.com,"4 Jane Ngõ
Huyện JohnPhường, 422002",Khỏe mạnh,4.56,Thành Phú Vũ,24/04/2026
1e26ed31-d9e9-4758-b6b9-04364b46ef33,Ông Nhiên Hoàng,171584879036,09/03/1945,0805098982,gpham@example.org,"4 Nguyễn Hẻm
Quận JaneThị xã, 697062",Huyết áp cao,4.32,Anh Dũng Lê,01/06/2026
a18b5d15-5527-4407-bcd2-192f14b00f62,Bà Hải Nguyễn,814252677753,19/02/1936,0881136608,nvu@example.org,"12 Bùi Số
JaneThị xã, 104895",Tiểu đường,9.01,Vân Phạm,22/05/2026
e45a87e8-039a-4ed5-b337-b2615f8392d5,Minh Hoàng Nguyễn,150280251841,20/01/1936,0777913223,johndang@example.com,"9 Lê Ngõ
Huyện JaneThị xã, 863187",Tim mạch,3.54,Huy Trí Đặng,25/06/2026
303cb04b-c007-4336-9bf7-dda17d7c59a5,Quý cô An Phạm,339006139412,09/01/1966,0388838229,johnnguyen@example.net,"06 Mai Đường
Thành phố JohnThành phố, 823255",Tiểu đường,11.87,Kim Dương,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Chị Nhật Nguyễn,916807076909,22/06/1976,0322821064,qtran@example.net,"18 Jane Ngõ
Thị xã JohnXã, 309452",Huyết áp cao,4.39,Minh Phạm,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Vân Dương,286209519322,05/10/1963,0896392268,pdang@example.org,"972 John Ngõ
JohnThị xã, 410401",Huyết áp cao,9.12,Bảo Nguyễn,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quang Đặng,296344062823,21/06/1993,0838426717,tranjohn@example.org,"57 Trần Tổ
JohnThành phố, 520245",Tim mạch,10.54,Nhật Đức Bùi,14/05/2026
6bf7240f-ccc6-4fed-ba6e-43d0d9c59cd9,Cô Bảo Nguyễn,648101648947,09/03/1957,0573080689,buijane@example.net,"6 Hoàng Đường
Thị xã JaneThành phố, 531262",Khỏe mạnh,8.2,Ông Vũ Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Bà Vân Mai,600538241702,15/06/1948,0996086564,epham@example.com,"890 John Dãy
JohnThành phố, 887931",Khỏe mạnh,5.73,Bác Quang Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,975130447107,22/12/1997,0395680208,choang@example.org,"17 John Số
JohnXã, 675771",Huyết áp cao,9.52,Ánh Trần,03/06/2026
a335b2c8-9e7b-4e95-b692-641a9aad10ce,Minh Mai,073247970128,24/08/1963,0940167081,xdang@example.org,"89 Đặng Dãy
Thành phố JohnThành phố, 457938",Huyết áp cao,8.53,Khoa Phú Trần,09/01/2026
23f47a55-7e0f-40b2-aa06-1609e599bd3c,Hà Đức Hoàng,902321148633,27/02/1962,0313043631,johnbui@example.org,"5 Jane Đường
Thị xã JanePhường, 717942",Huyết áp cao,10.01,Quý cô An Mai,23/05/2026
6ecca931-ef70-4d01-8da0-3d880c6f3051,Anh Nhiên Lê,297805541939,18/12/1952,0845552492,buijane@example.net,"3 Bùi Tổ
JaneQuận, 244892",Khỏe mạnh,8.5,Khoa Thế Mai,17/06/2026
ef7db821-bca0-458e-b63d-65d5505c7527,Chị Mai Hoàng,647286907811,15/01/1975,0718334353,john28@example.net,"1 Mai Dãy
JaneThị xã, 947568",Huyết áp cao,7.24,Vân Trần,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Mai Vũ,620264387767,25/05/1957,0573790642,jane20@example.net,"0 Dương Ngõ
Thị xã JohnXã, 922405",Khỏe mạnh,6.11,Hưng Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Tùng Thị Nguyễn,755715045798,13/09/1969,0948359852,janepham@example.net,"8 John Khu
JohnPhường, 178086",Huyết áp cao,8.2,Chị Nhật Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Hoàng Lê,593933513790,14/03/1970,0751392831,dangjane@example.net,"590 Dương Tổ
Huyện JohnQuận, 645895",Khỏe mạnh,10.73,Phương Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Quang Hoàng Đặng,816378291073,20/07/1980,0338372490,jane39@example.net,"573 John Tổ
JohnThị xã, 369054",Tiểu đường,6.64,Nam Mai,09/06/2026
cd8565ce-83a9-4235-9ffd-4015c53f1db3,Quý ông Hưng Vũ,371748322945,10/09/1961,0975667301,john12@example.net,"361 Jane Ngõ
Thành phố JanePhường, 447828",Tim mạch,5.45,Hương Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Khoa Phạm,725989070210,11/09/1970,0840850955,cbui@example.net,"618 John Đường
Huyện JohnHuyện, 925115",Tim mạch,10.64,Trọng Trần,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Hải Văn Dương,539614403562,07/10/1956,0579979546,johnbui@example.net,"50 John Đường
Thị xã JohnHuyện, 320256",Tiểu đường,3.97,Trung Bảo Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Trung Trần,554500825067,05/03/1960,0719008596,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Khỏe mạnh,11.26,Cô Thảo Hoàng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Bác Trọng Vũ,703643780812,26/03/1956,0879088214,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Tiểu đường,10.62,Khoa Mai Bảo Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Hoàng Mai,827189852603,24/03/1962,0711701628,john10@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Tiểu đường,8.11,Hoàng Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Dương Phạm,987907896064,24/01/1958,0574744818,janele@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Tim mạch,11.92,Quang Thị Phạm,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Quý ông Hưng Nguyễn,754643277173,07/08/1979,0802053293,maijane@example.net,"65 Jane Số
Thị xã JaneHuyện, 610511",Huyết áp cao,6.02,Ông Minh Lê,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Trung Lê,994748008074,06/12/1960,0951542913,janehoang@example.net,"51 Dương Dãy
Quận JaneThành phố, 355506",Khỏe mạnh,5.56,Lan Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Xuân Hoàng,485332922097,25/06/1955,0873877463,lejane@example.org,"9 Jane Ngõ
Thị xã JaneThị xã, 278852",Huyết áp cao,9.47,Quý cô Duyên Lê,04/06/2026
2e8ff5a8-c47a-4b7e-9209-383b95284c0a,Phúc Đặng,852710178958,18/03/1997,0593025769,phamjane@example.com,"886 John Hẻm
JohnXã, 627778",Huyết áp cao,5.11,Hà Dương,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Xuân Bùi,098113133193,17/07/2006,0718239392,cdang@example.net,"65 Jane Hẻm
JaneQuận, 187889",Tiểu đường,11.22,Trọng Mai,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Duyên Mai,533097938711,13/07/1951,0973900660,buijohn@example.net,"12 Hoàng Khu
JaneXã, 483405",Khỏe mạnh,10.01,Thành Phạm,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Bà Phương Mai,229297328658,01/05/2001,0960885621,jane95@example.net,"1 Jane Hẻm
Quận JaneHuyện, 939756",Huyết áp cao,8.95,Lan Bùi,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Quý cô Khoa Bùi,834904629915,28/06/1947,0739734650,vujohn@example.com,"6 Hoàng Khu
Quận JaneThị xã, 111230",Tiểu đường,5.39,Bà Mai Nguyễn,02/06/2026
b2cd9a0a-840c-4cb0-82b3-43849979cf26,Chị Dương Nguyễn,314859952391,14/06/1984,0557720610,johnle@example.org,"JanePhường
93 John Ngõ, 676289",Khỏe mạnh,4.19,Tùng Hoàng,09/03/2026
46c937e0-d0c5-4550-b69a-053958f42098,Chị Chi Bùi,357774235942,16/02/1936,0793311841,john68@example.org,"18 Mai Khu
JaneXã, 607122",Tim mạch,10.79,Bà Vi Dương,13/05/2026
dcad8ec2-963a-4333-a582-95dc75f1c654,Chi Trần,411801215284,01/08/1970,0756470934,buijohn@example.net,"58 Jane Làng
JohnThị xã, 806423",Huyết áp cao,7.0,Vũ Xuân Dương,02/03/2026
92ded495-e4f1-48e8-b7f3-f32b5a81762a,Phúc Phạm,890694920981,29/05/2003,0962593546,johnpham@example.com,"952 John Ngõ
JohnXã, 144316",Tiểu đường,8.38,Bác Trọng Đặng,06/04/2026
e5a1c6e4-e188-4146-bc40-a3d4e5eb4549,Châu Lê,019519280177,21/01/2005,0710519732,jane39@example.org,"80 Bùi Hẻm
JohnPhường, 643377",Tiểu đường,10.07,Bác Nam Nguyễn,11/05/2026
19ca9c1b-94bc-447a-a122-318935f3de4a,Quang Đức Lê,694992752853,08/04/1971,0870720216,janeduong@example.net,"63 Đặng Tổ
JaneThị xã, 288627",Tim mạch,6.54,Chị Hà Vũ,06/06/2026
db370ca7-6ea5-4341-8e2a-c3ff3c5dba42,Lâm Trí Lê,125055588860,13/11/1999,0791775702,lejane@example.com,"44 Jane Ngõ
Thành phố JohnHuyện, 599687",Tiểu đường,10.56,Nhật Đặng,20/02/2026
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,Quang Nguyễn,324709138814,14/07/1991,0892074012,dangjohn@example.net,"55 Dương Ngõ
JaneThị xã, 762398",Tiểu đường,4.79,Chị Hải Đặng,23/03/2026
679f2f42-9256-4707-9cc0-5b67a19b224a,Hà Lê,679365071241,05/04/1982,0590101407,janedang@example.net,"6 Dương Tổ
JaneQuận, 292818",Tim mạch,8.0,Lan Phạm,09/05/2026
b360dfaa-be6e-4d47-b0c0-804b406bf02d,Lâm Lê,282146180923,13/07/1989,0394313302,tranjohn@example.com,"81 Jane Hẻm
Thị xã JaneQuận, 359414",Tim mạch,6.94,Bảo Lê,26/01/2026
075072d6-2bac-4712-96a9-19e886d895e5,Dương Đặng,640064136605,02/10/1979,0975699741,iduong@example.com,"8 Jane Số
JaneThị xã, 665883",Khỏe mạnh,6.46,Cô Chi Vũ,13/03/2026
4db6f475-27dd-4ac4-8282-b6e46986305a,Ngọc Mai,082692246528,16/01/1954,0778783880,jane78@example.org,"40 Vũ Làng
Huyện JohnThị xã, 687783",Tim mạch,4.52,Kim Hải Lê,19/05/2026
d413c850-63c4-476d-a55f-a725bcb3c168,Lâm Đức Trần,224252493727,16/12/1992,0987204732,janevu@example.net,"31 John Khu
Thị xã JaneHuyện, 834498",Huyết áp cao,9.05,Anh Dũng Nguyễn,30/01/2026
05aa5eab-88f3-47ea-b83f-52740cb4afe1,Cô Hạnh Vũ,865399587791,05/07/1952,0525415440,onguyen@example.org,"564 Đặng Dãy
Huyện JohnQuận, 158760",Huyết áp cao,4.21,Thành Trần,16/04/2026
e54c8739-3133-439e-ae7d-952b785b8a07,Thành Nguyễn,325468633701,03/02/1952,0379899446,janeduong@example.org,"718 Jane Số
JaneQuận, 759726",Khỏe mạnh,7.21,Yến Mai,12/04/2026
a3760c2d-7b31-4cdc-80d9-1a8e1f44aa88,Trung Đặng,717215804440,01/08/1942,0328592743,johnpham@example.net,"491 Phạm Đường
Thị xã JohnHuyện, 908239",Khỏe mạnh,10.21,Lâm Lê,08/04/2026
56a2d49d-9e5f-4273-af9a-116817661795,Ngọc Đặng,246371027701,10/06/1956,0803400230,lejane@example.org,"30 Đặng Hẻm
JohnThị xã, 840951",Khỏe mạnh,4.3,Bác Tùng Dương,06/02/2026
59008d65-8b2a-4759-afc6-c4e691135d7e,Bảo Đức Hoàng,666405839680,25/04/1957,0805961414,maijohn@example.com,"5 Nguyễn Số
Thành phố JaneXã, 350385",Tim mạch,11.98,Vũ Hữu Phạm,12/04/2026
8d2cfe83-c407-4654-bf5f-61aaaee7c7a5,Bà Thành Bùi,241513103766,27/04/1979,0386913448,tranjohn@example.org,"031 Phạm Ngõ
Thị xã JaneXã, 754280",Tim mạch,11.16,Hưng Đặng,12/02/2026
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,Quý cô Xuân Trần,092478943143,13/03/1999,0941064387,dangjane@example.com,"4 John Khu
Quận JohnThành phố, 860397",Khỏe mạnh,4.96,Quý cô Mai Phạm,13/04/2026
a0154d65-91ed-454a-bfae-ef01a8290f3c,Quý cô Nhật Trần,380027667635,18/03/1984,0352849632,gbui@example.org,"5 Jane Tổ
JaneHuyện, 532373",Tim mạch,6.97,Nhật Tấn Hoàng,16/02/2026
60042231-36c3-4e85-8bae-295e902a405c,Quang Dương,511735546160,25/05/1996,0967320685,unguyen@example.org,"Quận JaneThành phố
350 Mai Hẻm, 198867",Tiểu đường,10.99,Chi Đặng,31/01/2026
e3be7ca0-5df9-44fb-83d6-43ed236eb832,Chị Thảo Vũ,597301948859,01/01/1948,0384591306,nhoang@example.net,"27 Jane Đường
JohnThành phố, 908348",Huyết áp cao,9.54,Quang Bảo Bùi,18/06/2026
3a0a2b59-c538-4872-9eaa-543e1edbbe71,Dương Bùi,156486546256,10/11/1942,0803924230,john58@example.net,"067 John Số
JaneQuận, 238610",Tiểu đường,7.62,Vũ Mai Bảo Hoàng,25/05/2026
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,Kim Mai,704830916404,17/08/1994,0905016750,johnduong@example.net,"9 John Làng
Huyện JaneHuyện, 817999",Khỏe mạnh,5.38,Hà Bùi,24/03/2026
521be8c2-30c3-4f8a-992a-b43d5d822e3a,Trọng Văn Vũ,799477450174,12/07/1958,0582510352,jane92@example.com,"521 John Làng
Huyện JohnHuyện, 827497",Huyết áp cao,10.54,Hạnh Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Chị Vân Mai,541275904310,11/09/1970,0789972588,uhoang@example.org,"98 Jane Hẻm
Huyện JohnPhường, 747983",Huyết áp cao,11.63,Hưng Dương,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Quang Trần,328648945321,02/02/1938,0300204282,jane36@example.net,"Huyện JaneXã
387 John Làng, 655132",Huyết áp cao,9.43,Dũng Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Quang Thế Phạm,433347655556,18/09/2003,0950854559,john46@example.org,"256 John Số
Thị xã JohnXã, 260169",Huyết áp cao,3.91,Hạnh Tấn Dương,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Chị Thảo Mai,449491180027,25/11/1953,0831843092,ple@example.net,"881 Jane Hẻm
Huyện JaneThị xã, 418083",Tim mạch,5.37,Bác Hoàng Phạm,21/01/2026
